Location;Latitude;Longitude;Latitudinal distance (km);Fishing Pressure;Species;English;Spanish;Lt (cm);LATITUDE;LONGITUDE;POPULATION;Abundance;SampleArea
ISME;30.485448;-116.122492;208.296495;High;Semicossyphus pulcher;California sheephead;Vieja;30;32;-116.858;322842;1;720
ISME;30.485448;-116.122492;208.296495;High;Semicossyphus pulcher;California sheephead;Vieja;35;32;-116.858;322842;1;720
ISME;30.485448;-116.122492;208.296495;High;Semicossyphus pulcher;California sheephead;Vieja;35;32;-116.858;322842;1;720
ISME;30.485448;-116.122492;208.296495;High;Semicossyphus pulcher;California sheephead;Vieja;40;32;-116.858;322842;1;720
ISME;30.485448;-116.122492;208.296495;High;Semicossyphus pulcher;California sheephead;Vieja;50;32;-116.858;322842;1;720
ISME;30.485448;-116.122492;208.296495;High;Semicossyphus pulcher;California sheephead;Vieja;50;32;-116.858;322842;1;720
ISME;30.485448;-116.122492;208.296495;High;Semicossyphus pulcher;California sheephead;Vieja;10;32;-116.858;322842;1;720
ISME;30.485448;-116.122492;208.296495;High;Semicossyphus pulcher;California sheephead;Vieja;10;32;-116.858;322842;1;720
ISME;30.485448;-116.122492;208.296495;High;Semicossyphus pulcher;California sheephead;Vieja;20;32;-116.858;322842;1;720
ISME;30.485448;-116.122492;208.296495;High;Semicossyphus pulcher;California sheephead;Vieja;30;32;-116.858;322842;1;720
ISME;30.485448;-116.122492;208.296495;High;Semicossyphus pulcher;California sheephead;Vieja;30;32;-116.858;322842;1;720
ISME;30.485448;-116.122492;208.296495;High;Semicossyphus pulcher;California sheephead;Vieja;35;32;-116.858;322842;1;720
ISME;30.485448;-116.122492;208.296495;High;Semicossyphus pulcher;California sheephead;Vieja;35;32;-116.858;322842;1;720
ISME;30.485448;-116.122492;208.296495;High;Semicossyphus pulcher;California sheephead;Vieja;35;32;-116.858;322842;1;720
ISME;30.485448;-116.122492;208.296495;High;Semicossyphus pulcher;California sheephead;Vieja;35;32;-116.858;322842;1;720
ISME;30.485448;-116.122492;208.296495;High;Semicossyphus pulcher;California sheephead;Vieja;40;32;-116.858;322842;1;720
ISMP;30.460254;-116.112496;211.093029;High;Semicossyphus pulcher;California sheephead;Vieja;5;32;-116.858;322842;1;720
ISMP;30.460254;-116.112496;211.093029;High;Semicossyphus pulcher;California sheephead;Vieja;5;32;-116.858;322842;1;720
ISMP;30.460254;-116.112496;211.093029;High;Semicossyphus pulcher;California sheephead;Vieja;5;32;-116.858;322842;1;720
ISMP;30.460254;-116.112496;211.093029;High;Semicossyphus pulcher;California sheephead;Vieja;5;32;-116.858;322842;1;720
ISMP;30.460254;-116.112496;211.093029;High;Semicossyphus pulcher;California sheephead;Vieja;10;32;-116.858;322842;1;720
ISMP;30.460254;-116.112496;211.093029;High;Semicossyphus pulcher;California sheephead;Vieja;10;32;-116.858;322842;1;720
ISMP;30.460254;-116.112496;211.093029;High;Semicossyphus pulcher;California sheephead;Vieja;20;32;-116.858;322842;1;720
ISMP;30.460254;-116.112496;211.093029;High;Semicossyphus pulcher;California sheephead;Vieja;20;32;-116.858;322842;1;720
ISMP;30.460254;-116.112496;211.093029;High;Semicossyphus pulcher;California sheephead;Vieja;20;32;-116.858;322842;1;720
ISMP;30.460254;-116.112496;211.093029;High;Semicossyphus pulcher;California sheephead;Vieja;20;32;-116.858;322842;1;720
ISMP;30.460254;-116.112496;211.093029;High;Semicossyphus pulcher;California sheephead;Vieja;20;32;-116.858;322842;1;720
ISMP;30.460254;-116.112496;211.093029;High;Semicossyphus pulcher;California sheephead;Vieja;20;32;-116.858;322842;1;720
ISMP;30.460254;-116.112496;211.093029;High;Semicossyphus pulcher;California sheephead;Vieja;20;32;-116.858;322842;1;720
ISMP;30.460254;-116.112496;211.093029;High;Semicossyphus pulcher;California sheephead;Vieja;20;32;-116.858;322842;1;720
ISMP;30.460254;-116.112496;211.093029;High;Semicossyphus pulcher;California sheephead;Vieja;20;31.75;-116.614;11203;1;720
ISMP;30.460254;-116.112496;211.093029;High;Semicossyphus pulcher;California sheephead;Vieja;25;31.75;-116.614;11203;1;720
ISMP;30.460254;-116.112496;211.093029;High;Semicossyphus pulcher;California sheephead;Vieja;25;31.75;-116.614;11203;1;720
ISMP;30.460254;-116.112496;211.093029;High;Semicossyphus pulcher;California sheephead;Vieja;30;31.75;-116.614;11203;1;720
ISMP;30.460254;-116.112496;211.093029;High;Semicossyphus pulcher;California sheephead;Vieja;30;31.75;-116.614;11203;1;720
ISMP;30.460254;-116.112496;211.093029;High;Semicossyphus pulcher;California sheephead;Vieja;35;31.75;-116.614;11203;1;720
ISMP;30.460254;-116.112496;211.093029;High;Semicossyphus pulcher;California sheephead;Vieja;35;31.75;-116.614;11203;1;720
ISMP;30.460254;-116.112496;211.093029;High;Semicossyphus pulcher;California sheephead;Vieja;10;31.75;-116.614;11203;1;720
ISMP;30.460254;-116.112496;211.093029;High;Semicossyphus pulcher;California sheephead;Vieja;20;31.75;-116.614;11203;1;720
ISMP;30.460254;-116.112496;211.093029;High;Semicossyphus pulcher;California sheephead;Vieja;20;31.75;-116.614;11203;1;720
ISMP;30.460254;-116.112496;211.093029;High;Semicossyphus pulcher;California sheephead;Vieja;20;31.75;-116.614;11203;1;720
ISMP;30.460254;-116.112496;211.093029;High;Semicossyphus pulcher;California sheephead;Vieja;20;31.75;-116.614;11203;1;720
ISMP;30.460254;-116.112496;211.093029;High;Semicossyphus pulcher;California sheephead;Vieja;20;31.75;-116.614;11203;1;720
ISMP;30.460254;-116.112496;211.093029;High;Semicossyphus pulcher;California sheephead;Vieja;100;31.75;-116.614;11203;1;720
ISMP;30.460254;-116.112496;211.093029;High;Semicossyphus pulcher;California sheephead;Vieja;5;31.75;-116.614;11203;1;720
ISMP;30.460254;-116.112496;211.093029;High;Semicossyphus pulcher;California sheephead;Vieja;25;31.75;-116.614;11203;1;720
ISMP;30.460254;-116.112496;211.093029;High;Semicossyphus pulcher;California sheephead;Vieja;25;31.75;-116.614;11203;1;720
ISMP;30.460254;-116.112496;211.093029;High;Semicossyphus pulcher;California sheephead;Vieja;25;31.75;-116.614;11203;1;720
ISMP;30.460254;-116.112496;211.093029;High;Semicossyphus pulcher;California sheephead;Vieja;35;31.75;-116.614;11203;1;720
ISMP;30.460254;-116.112496;211.093029;High;Semicossyphus pulcher;California sheephead;Vieja;40;31.75;-116.614;11203;1;720
ISMP;30.460254;-116.112496;211.093029;High;Semicossyphus pulcher;California sheephead;Vieja;10;31.75;-116.614;11203;1;720
ISMP;30.460254;-116.112496;211.093029;High;Semicossyphus pulcher;California sheephead;Vieja;10;31.75;-116.614;11203;1;720
ISMP;30.460254;-116.112496;211.093029;High;Semicossyphus pulcher;California sheephead;Vieja;10;31.75;-116.614;11203;1;720
ISMP;30.460254;-116.112496;211.093029;High;Semicossyphus pulcher;California sheephead;Vieja;10;31.75;-116.614;11203;1;720
ISMP;30.460254;-116.112496;211.093029;High;Semicossyphus pulcher;California sheephead;Vieja;10;31.75;-116.614;11203;1;720
ISMP;30.460254;-116.112496;211.093029;High;Semicossyphus pulcher;California sheephead;Vieja;30;31.75;-116.614;11203;1;720
ISMP;30.460254;-116.112496;211.093029;High;Semicossyphus pulcher;California sheephead;Vieja;30;31.75;-116.614;11203;1;720
ISMP;30.460254;-116.112496;211.093029;High;Semicossyphus pulcher;California sheephead;Vieja;30;31.75;-116.614;11203;1;720
ISMP;30.460254;-116.112496;211.093029;High;Semicossyphus pulcher;California sheephead;Vieja;10;31.75;-116.614;11203;1;720
ISMP;30.460254;-116.112496;211.093029;High;Semicossyphus pulcher;California sheephead;Vieja;15;31.75;-116.614;11203;1;720
ISMP;30.460254;-116.112496;211.093029;High;Semicossyphus pulcher;California sheephead;Vieja;15;31.75;-116.614;11203;1;720
ISMP;30.460254;-116.112496;211.093029;High;Semicossyphus pulcher;California sheephead;Vieja;30;31.75;-116.614;11203;1;720
ISMP;30.460254;-116.112496;211.093029;High;Semicossyphus pulcher;California sheephead;Vieja;30;31.75;-116.614;11203;1;720
ISMP;30.460254;-116.112496;211.093029;High;Semicossyphus pulcher;California sheephead;Vieja;30;31.75;-116.614;11203;1;720
ISMP;30.460254;-116.112496;211.093029;High;Semicossyphus pulcher;California sheephead;Vieja;35;31.75;-116.614;11203;1;720
ITSE;31.797257;-116.800004;62.685696;High;Semicossyphus pulcher;California sheephead;Vieja;15;32;-116.858;322842;1;720
ITSE;31.797257;-116.800004;62.685696;High;Semicossyphus pulcher;California sheephead;Vieja;25;32;-116.858;322842;1;720
ITSE;31.797257;-116.800004;62.685696;High;Semicossyphus pulcher;California sheephead;Vieja;25;32;-116.858;322842;1;720
ITSE;31.797257;-116.800004;62.685696;High;Semicossyphus pulcher;California sheephead;Vieja;25;32;-116.858;322842;1;720
ITSE;31.797257;-116.800004;62.685696;High;Semicossyphus pulcher;California sheephead;Vieja;25;32;-116.858;322842;1;720
ITSE;31.797257;-116.800004;62.685696;High;Semicossyphus pulcher;California sheephead;Vieja;25;32;-116.858;322842;1;720
ITSE;31.797257;-116.800004;62.685696;High;Semicossyphus pulcher;California sheephead;Vieja;25;32;-116.858;322842;1;720
ITSE;31.797257;-116.800004;62.685696;High;Semicossyphus pulcher;California sheephead;Vieja;25;32;-116.858;322842;1;720
ITSE;31.797257;-116.800004;62.685696;High;Semicossyphus pulcher;California sheephead;Vieja;25;32;-116.858;322842;1;720
ITSE;31.797257;-116.800004;62.685696;High;Semicossyphus pulcher;California sheephead;Vieja;25;32;-116.858;322842;1;720
ITSE;31.797257;-116.800004;62.685696;High;Semicossyphus pulcher;California sheephead;Vieja;25;32;-116.858;322842;1;720
ITSE;31.797257;-116.800004;62.685696;High;Semicossyphus pulcher;California sheephead;Vieja;30;32;-116.858;322842;1;720
ITSE;31.797257;-116.800004;62.685696;High;Semicossyphus pulcher;California sheephead;Vieja;30;32;-116.858;322842;1;720
ITSE;31.797257;-116.800004;62.685696;High;Semicossyphus pulcher;California sheephead;Vieja;20;32;-116.858;322842;1;720
ITSE;31.797257;-116.800004;62.685696;High;Semicossyphus pulcher;California sheephead;Vieja;20;32;-116.858;322842;1;720
ITSE;31.797257;-116.800004;62.685696;High;Semicossyphus pulcher;California sheephead;Vieja;25;32;-116.858;322842;1;720
ITSE;31.797257;-116.800004;62.685696;High;Semicossyphus pulcher;California sheephead;Vieja;25;32;-116.858;322842;1;720
ITSE;31.797257;-116.800004;62.685696;High;Semicossyphus pulcher;California sheephead;Vieja;25;32;-116.858;322842;1;720
ITSE;31.797257;-116.800004;62.685696;High;Semicossyphus pulcher;California sheephead;Vieja;25;32;-116.858;322842;1;720
ITSE;31.797257;-116.800004;62.685696;High;Semicossyphus pulcher;California sheephead;Vieja;25;32;-116.858;322842;1;720
ITSE;31.797257;-116.800004;62.685696;High;Semicossyphus pulcher;California sheephead;Vieja;15;32;-116.858;322842;1;720
ITSE;31.797257;-116.800004;62.685696;High;Semicossyphus pulcher;California sheephead;Vieja;15;32;-116.858;322842;1;720
ITSE;31.797257;-116.800004;62.685696;High;Semicossyphus pulcher;California sheephead;Vieja;15;32;-116.858;322842;1;720
ITSE;31.797257;-116.800004;62.685696;High;Semicossyphus pulcher;California sheephead;Vieja;30;32;-116.858;322842;1;720
ITSE;31.797257;-116.800004;62.685696;High;Semicossyphus pulcher;California sheephead;Vieja;30;32;-116.858;322842;1;720
ITSE;31.797257;-116.800004;62.685696;High;Semicossyphus pulcher;California sheephead;Vieja;35;32;-116.858;322842;1;720
ITSE;31.797257;-116.800004;62.685696;High;Semicossyphus pulcher;California sheephead;Vieja;20;32;-116.858;322842;1;720
ITSE;31.797257;-116.800004;62.685696;High;Semicossyphus pulcher;California sheephead;Vieja;5;32;-116.858;322842;1;720
ITSE;31.797257;-116.800004;62.685696;High;Semicossyphus pulcher;California sheephead;Vieja;10;32;-116.858;322842;1;720
ITSE;31.797257;-116.800004;62.685696;High;Semicossyphus pulcher;California sheephead;Vieja;10;32;-116.858;322842;1;720
ITSE;31.797257;-116.800004;62.685696;High;Semicossyphus pulcher;California sheephead;Vieja;15;32;-116.858;322842;1;720
ITSE;31.797257;-116.800004;62.685696;High;Semicossyphus pulcher;California sheephead;Vieja;15;32;-116.858;322842;1;720
ITSE;31.797257;-116.800004;62.685696;High;Semicossyphus pulcher;California sheephead;Vieja;15;32;-116.858;322842;1;720
ITSE;31.797257;-116.800004;62.685696;High;Semicossyphus pulcher;California sheephead;Vieja;20;32;-116.858;322842;1;720
ITSE;31.797257;-116.800004;62.685696;High;Semicossyphus pulcher;California sheephead;Vieja;10;32;-116.858;322842;1;720
ITSE;31.797257;-116.800004;62.685696;High;Semicossyphus pulcher;California sheephead;Vieja;20;32;-116.858;322842;1;720
ITSE;31.797257;-116.800004;62.685696;High;Semicossyphus pulcher;California sheephead;Vieja;10;32;-116.858;322842;1;720
ITSE;31.797257;-116.800004;62.685696;High;Semicossyphus pulcher;California sheephead;Vieja;20;32;-116.858;322842;1;720
ITSP;31.80796;-116.798563;61.497663;High;Semicossyphus pulcher;California sheephead;Vieja;20;32;-116.858;322842;1;720
ITSP;31.80796;-116.798563;61.497663;High;Semicossyphus pulcher;California sheephead;Vieja;20;32;-116.858;322842;1;720
ITSP;31.80796;-116.798563;61.497663;High;Semicossyphus pulcher;California sheephead;Vieja;20;32;-116.858;322842;1;720
ITSP;31.80796;-116.798563;61.497663;High;Semicossyphus pulcher;California sheephead;Vieja;20;32;-116.858;322842;1;720
ITSP;31.80796;-116.798563;61.497663;High;Semicossyphus pulcher;California sheephead;Vieja;20;32;-116.858;322842;1;720
ITSP;31.80796;-116.798563;61.497663;High;Semicossyphus pulcher;California sheephead;Vieja;20;32;-116.858;322842;1;720
ITSP;31.80796;-116.798563;61.497663;High;Semicossyphus pulcher;California sheephead;Vieja;25;32;-116.858;322842;1;720
ITSP;31.80796;-116.798563;61.497663;High;Semicossyphus pulcher;California sheephead;Vieja;25;32;-116.858;322842;1;720
ITSP;31.80796;-116.798563;61.497663;High;Semicossyphus pulcher;California sheephead;Vieja;20;32;-116.858;322842;1;720
ITSP;31.80796;-116.798563;61.497663;High;Semicossyphus pulcher;California sheephead;Vieja;20;32;-116.858;322842;1;720
ITSP;31.80796;-116.798563;61.497663;High;Semicossyphus pulcher;California sheephead;Vieja;20;32;-116.858;322842;1;720
ITSP;31.80796;-116.798563;61.497663;High;Semicossyphus pulcher;California sheephead;Vieja;20;32;-116.858;322842;1;720
ITSP;31.80796;-116.798563;61.497663;High;Semicossyphus pulcher;California sheephead;Vieja;20;32;-116.858;322842;1;720
ITSP;31.80796;-116.798563;61.497663;High;Semicossyphus pulcher;California sheephead;Vieja;30;32;-116.858;322842;1;720
ITSP;31.80796;-116.798563;61.497663;High;Semicossyphus pulcher;California sheephead;Vieja;30;32;-116.858;322842;1;720
ITSP;31.80796;-116.798563;61.497663;High;Semicossyphus pulcher;California sheephead;Vieja;10;32;-116.858;322842;1;720
ITSP;31.80796;-116.798563;61.497663;High;Semicossyphus pulcher;California sheephead;Vieja;25;32;-116.858;322842;1;720
ITSP;31.80796;-116.798563;61.497663;High;Semicossyphus pulcher;California sheephead;Vieja;25;32;-116.858;322842;1;720
ITSP;31.80796;-116.798563;61.497663;High;Semicossyphus pulcher;California sheephead;Vieja;25;32;-116.858;322842;1;720
ITSP;31.80796;-116.798563;61.497663;High;Semicossyphus pulcher;California sheephead;Vieja;5;32;-116.858;322842;1;720
ITSP;31.80796;-116.798563;61.497663;High;Semicossyphus pulcher;California sheephead;Vieja;5;32;-116.858;322842;1;720
ITSP;31.80796;-116.798563;61.497663;High;Semicossyphus pulcher;California sheephead;Vieja;30;32;-116.858;322842;1;720
ITSP;31.80796;-116.798563;61.497663;High;Semicossyphus pulcher;California sheephead;Vieja;5;32;-116.858;322842;1;720
ITSP;31.80796;-116.798563;61.497663;High;Semicossyphus pulcher;California sheephead;Vieja;5;32;-116.858;322842;1;720
ITSP;31.80796;-116.798563;61.497663;High;Semicossyphus pulcher;California sheephead;Vieja;5;32;-116.858;322842;1;720
ITSP;31.80796;-116.798563;61.497663;High;Semicossyphus pulcher;California sheephead;Vieja;5;32;-116.858;322842;1;720
ITSP;31.80796;-116.798563;61.497663;High;Semicossyphus pulcher;California sheephead;Vieja;25;32;-116.858;322842;1;720
ITSP;31.80796;-116.798563;61.497663;High;Semicossyphus pulcher;California sheephead;Vieja;30;32;-116.858;322842;1;720
ITSP;31.80796;-116.798563;61.497663;High;Semicossyphus pulcher;California sheephead;Vieja;30;32;-116.858;322842;1;720
ITSP;31.80796;-116.798563;61.497663;High;Semicossyphus pulcher;California sheephead;Vieja;30;32;-116.858;322842;1;720
ITSP;31.80796;-116.798563;61.497663;High;Semicossyphus pulcher;California sheephead;Vieja;30;32;-116.858;322842;1;720
ITSP;31.80796;-116.798563;61.497663;High;Semicossyphus pulcher;California sheephead;Vieja;30;32;-116.858;322842;1;720
RET;31.580678;-116.680692;86.725965;Low;Semicossyphus pulcher;California sheephead;Vieja;10;30.75;-116.034;47050;1;720
RET;31.580678;-116.680692;86.725965;Low;Semicossyphus pulcher;California sheephead;Vieja;15;30.75;-116.034;47050;1;720
RET;31.580678;-116.680692;86.725965;Low;Semicossyphus pulcher;California sheephead;Vieja;35;30.75;-116.034;47050;1;720
RET;31.580678;-116.680692;86.725965;Low;Semicossyphus pulcher;California sheephead;Vieja;35;30.75;-116.034;47050;1;720
RET;31.580678;-116.680692;86.725965;Low;Semicossyphus pulcher;California sheephead;Vieja;35;30.75;-116.034;47050;1;720
RET;31.580678;-116.680692;86.725965;Low;Semicossyphus pulcher;California sheephead;Vieja;15;30.75;-116.034;47050;1;720
RET;31.580678;-116.680692;86.725965;Low;Semicossyphus pulcher;California sheephead;Vieja;15;30.75;-116.034;47050;1;720
RET;31.580678;-116.680692;86.725965;Low;Semicossyphus pulcher;California sheephead;Vieja;15;30.75;-116.034;47050;1;720
RET;31.580678;-116.680692;86.725965;Low;Semicossyphus pulcher;California sheephead;Vieja;35;30.75;-116.034;47050;1;720
SMI;31.899616;-116.756898;51.323847;High;Semicossyphus pulcher;California sheephead;Vieja;15;32.25;-117.007;23209;1;720
SMI;31.899616;-116.756898;51.323847;High;Semicossyphus pulcher;California sheephead;Vieja;15;32.25;-117.007;23209;1;720
SMI;31.899616;-116.756898;51.323847;High;Semicossyphus pulcher;California sheephead;Vieja;20;32.25;-117.007;23209;1;720
SMI;31.899616;-116.756898;51.323847;High;Semicossyphus pulcher;California sheephead;Vieja;10;32.25;-117.007;23209;1;720
SMI;31.899616;-116.756898;51.323847;High;Semicossyphus pulcher;California sheephead;Vieja;40;32.25;-117.007;23209;1;720
SMI;31.899616;-116.756898;51.323847;High;Semicossyphus pulcher;California sheephead;Vieja;10;32.25;-117.007;23209;1;720
SMI;31.899616;-116.756898;51.323847;High;Semicossyphus pulcher;California sheephead;Vieja;20;32.25;-117.007;23209;1;720
SMI;31.899616;-116.756898;51.323847;High;Semicossyphus pulcher;California sheephead;Vieja;30;32.25;-117.007;23209;1;720
SMI;31.899616;-116.756898;51.323847;High;Semicossyphus pulcher;California sheephead;Vieja;20;32.25;-117.007;23209;1;720
SMI;31.899616;-116.756898;51.323847;High;Semicossyphus pulcher;California sheephead;Vieja;30;32.25;-117.007;23209;1;720
SMI;31.899616;-116.756898;51.323847;High;Semicossyphus pulcher;California sheephead;Vieja;40;32.25;-117.007;23209;1;720
SMI;31.899616;-116.756898;51.323847;High;Semicossyphus pulcher;California sheephead;Vieja;40;32.25;-117.007;23209;1;720
SMI;31.899616;-116.756898;51.323847;High;Semicossyphus pulcher;California sheephead;Vieja;50;32.25;-117.007;23209;1;720
SMI;31.899616;-116.756898;51.323847;High;Semicossyphus pulcher;California sheephead;Vieja;55;32.25;-117.007;23209;1;720
SMI;31.899616;-116.756898;51.323847;High;Semicossyphus pulcher;California sheephead;Vieja;30;32.25;-117.007;23209;1;720
SMI;31.899616;-116.756898;51.323847;High;Semicossyphus pulcher;California sheephead;Vieja;50;32.25;-117.007;23209;1;720
SMI;31.899616;-116.756898;51.323847;High;Semicossyphus pulcher;California sheephead;Vieja;50;32.25;-117.007;23209;1;720
SSI;31.975977;-116.838891;42.847776;Low;Semicossyphus pulcher;California sheephead;Vieja;10;30.75;-116.034;47050;1;720
SSI;31.975977;-116.838891;42.847776;Low;Semicossyphus pulcher;California sheephead;Vieja;10;30.75;-116.034;47050;1;720
SSI;31.975977;-116.838891;42.847776;Low;Semicossyphus pulcher;California sheephead;Vieja;10;30.75;-116.034;47050;1;720
SSI;31.975977;-116.838891;42.847776;Low;Semicossyphus pulcher;California sheephead;Vieja;10;30.75;-116.034;47050;1;720
SSI;31.975977;-116.838891;42.847776;Low;Semicossyphus pulcher;California sheephead;Vieja;25;30.75;-116.034;47050;1;720
SSI;31.975977;-116.838891;42.847776;Low;Semicossyphus pulcher;California sheephead;Vieja;25;30.75;-116.034;47050;1;720
SSI;31.975977;-116.838891;42.847776;Low;Semicossyphus pulcher;California sheephead;Vieja;55;30.75;-116.034;47050;1;720
SSI;31.975977;-116.838891;42.847776;Low;Semicossyphus pulcher;California sheephead;Vieja;55;30.75;-116.034;47050;1;720
SSI;31.975977;-116.838891;42.847776;Low;Semicossyphus pulcher;California sheephead;Vieja;55;30.75;-116.034;47050;1;720
SSI;31.975977;-116.838891;42.847776;Low;Semicossyphus pulcher;California sheephead;Vieja;15;30.75;-116.034;47050;1;720
SSI;31.975977;-116.838891;42.847776;Low;Semicossyphus pulcher;California sheephead;Vieja;15;30.75;-116.034;47050;1;720
SSI;31.975977;-116.838891;42.847776;Low;Semicossyphus pulcher;California sheephead;Vieja;20;30.75;-116.034;47050;1;720
SSI;31.975977;-116.838891;42.847776;Low;Semicossyphus pulcher;California sheephead;Vieja;20;30.75;-116.034;47050;1;720
SSI;31.975977;-116.838891;42.847776;Low;Semicossyphus pulcher;California sheephead;Vieja;55;30.75;-116.034;47050;1;720
SSI;31.975977;-116.838891;42.847776;Low;Semicossyphus pulcher;California sheephead;Vieja;55;30.75;-116.034;47050;1;720
SSI;31.975977;-116.838891;42.847776;Low;Semicossyphus pulcher;California sheephead;Vieja;55;30.75;-116.034;47050;1;720
SSI;31.975977;-116.838891;42.847776;Low;Semicossyphus pulcher;California sheephead;Vieja;55;30.75;-116.034;47050;1;720
SSI;31.975977;-116.838891;42.847776;Low;Semicossyphus pulcher;California sheephead;Vieja;55;30.75;-116.034;47050;1;720
SSI;31.975977;-116.838891;42.847776;Low;Semicossyphus pulcher;California sheephead;Vieja;10;30.75;-116.034;47050;1;720
SSI;31.975977;-116.838891;42.847776;Low;Semicossyphus pulcher;California sheephead;Vieja;20;30.75;-116.034;47050;1;720
SSI;31.975977;-116.838891;42.847776;Low;Semicossyphus pulcher;California sheephead;Vieja;20;30.75;-116.034;47050;1;720
SSI;31.975977;-116.838891;42.847776;Low;Semicossyphus pulcher;California sheephead;Vieja;20;30.75;-116.034;47050;1;720
SSI;31.975977;-116.838891;42.847776;Low;Semicossyphus pulcher;California sheephead;Vieja;20;30.75;-116.034;47050;1;720
SSI;31.975977;-116.838891;42.847776;Low;Semicossyphus pulcher;California sheephead;Vieja;30;30.75;-116.034;47050;1;720
SSI;31.975977;-116.838891;42.847776;Low;Semicossyphus pulcher;California sheephead;Vieja;30;30.75;-116.034;47050;1;720
SSI;31.975977;-116.838891;42.847776;Low;Semicossyphus pulcher;California sheephead;Vieja;30;30.75;-116.034;47050;1;720
SSI;31.975977;-116.838891;42.847776;Low;Semicossyphus pulcher;California sheephead;Vieja;30;30.75;-116.034;47050;1;720
SSI;31.975977;-116.838891;42.847776;Low;Semicossyphus pulcher;California sheephead;Vieja;5;30.75;-116.034;47050;1;720
SSI;31.975977;-116.838891;42.847776;Low;Semicossyphus pulcher;California sheephead;Vieja;5;30.75;-116.034;47050;1;720
SSI;31.975977;-116.838891;42.847776;Low;Semicossyphus pulcher;California sheephead;Vieja;30;30.75;-116.034;47050;1;720
SSI;31.975977;-116.838891;42.847776;Low;Semicossyphus pulcher;California sheephead;Vieja;20;30.75;-116.034;47050;1;720
SSI;31.975977;-116.838891;42.847776;Low;Semicossyphus pulcher;California sheephead;Vieja;20;30.75;-116.034;47050;1;720
SSI;31.975977;-116.838891;42.847776;Low;Semicossyphus pulcher;California sheephead;Vieja;20;30.75;-116.034;47050;1;720
SSI;31.975977;-116.838891;42.847776;Low;Semicossyphus pulcher;California sheephead;Vieja;20;30.75;-116.034;47050;1;720
SSI;31.975977;-116.838891;42.847776;Low;Semicossyphus pulcher;California sheephead;Vieja;20;30.75;-116.034;47050;1;720
SSI;31.975977;-116.838891;42.847776;Low;Semicossyphus pulcher;California sheephead;Vieja;5;30.75;-116.034;47050;1;720
SSI;31.975977;-116.838891;42.847776;Low;Semicossyphus pulcher;California sheephead;Vieja;10;30.75;-116.034;47050;1;720
SSI;31.975977;-116.838891;42.847776;Low;Semicossyphus pulcher;California sheephead;Vieja;20;30.75;-116.034;47050;1;720
SSI;31.975977;-116.838891;42.847776;Low;Semicossyphus pulcher;California sheephead;Vieja;20;30.75;-116.034;47050;1;720
SSI;31.975977;-116.838891;42.847776;Low;Semicossyphus pulcher;California sheephead;Vieja;20;30.75;-116.034;47050;1;720
SSI;31.975977;-116.838891;42.847776;Low;Semicossyphus pulcher;California sheephead;Vieja;20;30.75;-116.034;47050;1;720
SSI;31.975977;-116.838891;42.847776;Low;Semicossyphus pulcher;California sheephead;Vieja;20;30.75;-116.034;47050;1;720
SSI;31.975977;-116.838891;42.847776;Low;Semicossyphus pulcher;California sheephead;Vieja;30;30.75;-116.034;47050;1;720
